1;0.009477898;1;0.003964335
2;0.018634417;2;0.013672909
3;0.027777778;3;0.022420705
4;0.03978864;4;0.032171832
5;0.048213936;5;0.0410652
6;0.056941575;6;0.051042524
7;0.068594104;7;0.061315193
8;0.078044848;8;0.069707175
9;0.087791495;9;0.079231824
10;0.096790123;10;0.086853392
11;0.106918619;;
12;0.117914112;;
