1;0.009477898;;;;
2;0.018634417;;;;
3;0.027777778;;;;
4;0.03978864;;;;
5;0.048213936;;;;
6;0.056941575;;;;
7;0.068594104;;;;
8;0.078044848;;;;
9;0.087791495;;;;
10;0.096790123;;;;
11;0.106918619;;;;
12;0.117914112;;;;
