404.7,0.2016,404.7,-0.2024
435.8,0.2173,435.8,-0.2172
491.6,0.2451,491.6,-0.2456
546.1,0.2722,546.1,-0.2731
577,0.2875,577,-0.2882
579.1,0.289,579.1,-0.2893
